SymName,TotalAmountIn,TotalAmountOut,TotalTrades,profit,return_percent
PSHG,93866.22,127291.09,47,33424.87,35.60905084
GATEW,93995.33,107859.14,47,13863.81,14.74946681
PXS,67969.19,77593.78,34,9624.59,14.16022465
NISN,323446.58,363923.39,162,40476.81,12.51421796
DG,72963.01,81435.59,38,8472.58,11.612158
SSBK,7983.76,8850.03,4,866.27,10.85040131
PBF,51628.51,56563.29,26,4934.78,9.558246016
AMR,119223.49,130207.38,61,10983.89,9.212857299
ENPH,175644.94,191734.45,90,16089.51,9.160246802
ELTK,171829.9,187232.03,86,15402.13,8.963591319
DRCT,85949.11,93564.72,43,7615.61,8.860603676
VIA,123534.28,134042.11,62,10507.83,8.506003354
ASC,43914.03,47237.72,22,3323.69,7.568628978
BPT,93671.28,100659.64,47,6988.36,7.460515112
SLVM,53631.01,57621.96,27,3990.95,7.441497
MNST,82650.22,88564.16,42,5913.94,7.155383252
ERF,95771.44,102549.86,48,6778.42,7.077705003
UONE,215741.26,230934.81,108,15193.55,7.042486912
HDSN,123831.86,132421.11,62,8589.25,6.936219806
TALO,57731.22,61733.74,29,4002.52,6.933025147
AMPH,27819.27,29740.14,14,1920.87,6.904818135
EDRY,149401.51,159511.33,75,10109.82,6.766879398
PNT,61883.04,66048.79,31,4165.75,6.731650546
SBOW,129146.34,137534.18,65,8387.84,6.49483369
CVX,40507.15,43080.1,21,2572.95,6.351841588
SMCI,51320.35,54579.9,26,3259.55,6.351379131
ARL,49755.08,52912.43,25,3157.35,6.345784189
PHX,61957.45,65872.33,31,3914.88,6.318659015
LMST,19922.42,21178.07,10,1255.65,6.302698166
CLFD,114627.69,121783.85,58,7156.16,6.242959271
CAR,130292.48,138394.31,68,8101.83,6.218186959
CPRT,95708.96,101653.96,49,5945,6.211539651
VIASP,35808.11,38009.3,18,2201.19,6.147182859
WFRD,49648.18,52675.81,25,3027.63,6.098169157
TECTP,5989.48,6352.44,3,362.96,6.059958461
DLTR,38904.31,41246,20,2341.69,6.01910174
OXY,45335.07,48053.94,23,2718.87,5.997277604
AFBI,15948.06,16898.91,8,950.85,5.962167185
VOC,95875.69,101558.31,48,5682.62,5.927070773
BELFB,41787.56,44247.91,21,2460.35,5.887757026
UTHR,63618.72,67353.3,33,3734.58,5.870253284
IT,43033.15,45558.96,23,2525.81,5.869451806
AR,53503.89,56620.53,27,3116.64,5.825071785
NRP,65497.12,69312.06,33,3814.94,5.824591982
EQT,51432.64,54395.9,26,2963.26,5.761438651
ARLP,37817.72,39996.27,19,2178.55,5.760659289
WMS,105688.87,111740.59,54,6051.72,5.725976633
EPAM,133880.83,141503.29,73,7622.46,5.693466346
PCAR,62527.6,66058.59,32,3530.99,5.647090245
ERIE,17322.2,18294.2,9,972,5.611296487
AVNW,91653.77,96764.08,46,5110.31,5.575668082
DVAX,127676.12,134771.3,64,7095.18,5.557170754
CPE,150341.38,158688.11,76,8346.73,5.551851393
RYI,115352.56,121729,58,6376.44,5.527783692
BELFA,33776.48,35616.58,17,1840.1,5.447873787
DVN,43313.4,45664.76,22,2351.36,5.428712592
CNQ,33584.52,35406.7,17,1822.18,5.425654438
AMPY,75881.23,79972.92,38,4091.69,5.392229409
TGLS,165431.89,174294.53,83,8862.64,5.357274223
RH,172344.88,181569.43,93,9224.55,5.352378324
MCK,75211.93,79237.49,39,4025.56,5.352289191
SHLS,89566.1,94302.49,45,4736.39,5.288150316
CPG,57889.94,60950.4,29,3060.46,5.286687117
HEI,36567.24,38488.1,19,1920.86,5.25295319
MPC,29151.92,30682.53,15,1530.61,5.250460347
CARR,85226.76,89693.68,43,4466.92,5.241217664
FCN,68009.37,71572.46,35,3563.09,5.239116316
CVE,47777.25,50277.83,24,2500.58,5.233829909
TECK,83447.34,87800.49,42,4353.15,5.216643215
VLO,40812.51,42937.18,21,2124.67,5.20592828
UONEK,183828.39,193339.7,92,9511.31,5.174015831
SJT,205763.25,216398.01,103,10634.76,5.168444802
PDD,86770.4,91188.47,44,4418.07,5.091678729
TNK,180437.48,189575.59,91,9138.11,5.064418989
VET,61674.65,64795.92,31,3121.27,5.060863742
HRB,59644.04,62649.62,30,3005.58,5.039195869
KNSL,110576.97,116141.93,58,5564.96,5.032657343
HPK,139422.3,146400.79,70,6978.49,5.005289685
TRI,35239.15,36994.42,18,1755.27,4.981022528
MRNA,135506.92,142254.18,71,6747.26,4.979273383
EMO,63660.2,66825.44,32,3165.24,4.97208617
PEO,47796.37,50157.86,24,2361.49,4.940730855
AAWW,96876.14,101659.2,49,4783.06,4.937294157
DOOO,157706.3,165449.38,80,7743.08,4.909810198
ATKR,173510.62,182028.68,88,8518.06,4.909244172
ESEA,157175.27,164869.21,79,7693.94,4.895133948
MARPS,285674.28,299619.9,143,13945.62,4.881650529
SU,37713.42,39550.74,19,1837.32,4.871793648
XPEL,235835.2,247263.13,119,11427.93,4.845727016
VIST,117823.88,123514.7,59,5690.82,4.8299377
XOM,31041.5,32539.63,16,1498.13,4.826216517
HALO,99185.29,103959.95,50,4774.66,4.813879155
ORLY,64008.87,67085.4,36,3076.53,4.806411986
CTAS,76103.63,79747.08,41,3643.45,4.78748517
INMD,234002.54,245204.64,118,11202.1,4.787170259
WST,90178.11,94492.19,49,4314.08,4.783954776
UNVR,55636.04,58296.7,28,2660.66,4.782259845
EXLS,78544.85,82292.2,40,3747.35,4.770968434
ZYXI,239278.23,250689.38,120,11411.15,4.768987969
TSLA,118123.72,123750.79,71,5627.07,4.763708762
DK,89350.26,93562.06,45,4211.8,4.713808331
AGCO,121080.63,126787.23,62,5706.6,4.713057737
HES,78106.24,81780.66,40,3674.42,4.704387255
LAZY,189379.08,198271.53,95,8892.45,4.695582004
FE,29716.76,31110.77,15,1394.01,4.690989193
IDT,99102.64,103728.34,50,4625.7,4.667585041
GER,41915.2,43871.15,21,1955.95,4.666445585
PAG,60267.7,63078.01,31,2810.31,4.663045047
VNOM,41665.1,43605.97,21,1940.87,4.658263151
TSCO,83051.13,86912.63,43,3861.5,4.649545407
WNS,74637.14,78105.83,38,3468.69,4.647404764
VIVO,143374.49,150037.42,72,6662.93,4.647221413
APA,117118.94,122551.23,59,5432.29,4.63826773
EOG,80171.64,83888.35,41,3716.71,4.635941088
METC,205553.17,215027.52,103,9474.35,4.609196735
GMAB,107078.67,112013.63,54,4934.96,4.608723661
MSI,72543,75871.92,38,3328.92,4.588892105
CTR,61588.72,64400.29,31,2811.57,4.565072955
MUSA,92572.38,96790.4,48,4218.02,4.556456256
LAD,147909.25,154633.41,78,6724.16,4.546138933
TWI,55828.32,58361.37,28,2533.05,4.537213371
CROX,202705.99,211892.43,103,9186.44,4.531903571
EGLE,116661.49,121947.45,59,5285.96,4.531023905
NUE,85249.8,89105.78,44,3855.98,4.523154307
AVID,213126.07,222744.12,107,9618.05,4.512845378
ACLS,114298.82,119452.92,58,5154.1,4.509320394
EME,91698.26,95818.53,47,4120.27,4.493291367
PPC,49696.37,51927.8,25,2231.43,4.490126744
JFIN,57971.64,60569.39,29,2597.75,4.481070399
LDOS,80293.78,83871.55,41,3577.77,4.455849507
ZIM,142585.46,148919.72,72,6334.26,4.442430526
BBW,59789.73,62432.25,30,2642.52,4.419688799
AMTD,169807.77,177300.02,85,7492.25,4.412195037
HOVNP,89766.52,93706.7,45,3940.18,4.389364765
CCRD,182554.06,190561.46,92,8007.4,4.386317127
FANG,93470.59,97569.81,48,4099.22,4.385571975
DEN,100433.92,104838.24,51,4404.32,4.385291344
GEO,95817.96,100014.62,48,4196.66,4.379826079
CIVI,51104.9,53340.63,26,2235.73,4.374785979
TMST,121526.01,126811.18,61,5285.17,4.349003148
DQ,262859.46,274207.98,133,11348.52,4.317333681
WIRE,77699.06,81032.99,40,3333.93,4.29082411
LLY,79991.14,83420.81,42,3429.67,4.287562348
KFS,15971.6,16654.92,8,683.32,4.278344061
HZO,164651.79,171692.76,83,7040.97,4.276279049
HD,71898.73,74967.82,38,3069.09,4.268628945
FICO,111859.4,116628.39,62,4768.99,4.263378849
BKNG,65578.97,68371.79,66,2792.82,4.258712816
ABG,170387.84,177621.9,88,7234.06,4.245643351
QDEL,164060.79,171014.62,85,6953.83,4.23856913
ZYME,85830.39,89461.24,43,3630.85,4.230261566
CCBG,29804.19,31064.33,15,1260.14,4.228063235
OLN,83068.22,86565.47,42,3497.25,4.210093824
BJ,116859.12,121776.85,59,4917.73,4.208255205
ADM,43041.94,44853.09,22,1811.15,4.207872601
MTD,70065.48,73010.14,50,2944.66,4.202725793
FUTU,83043.42,86528.89,42,3485.47,4.197165772
TS,39750.84,41409.93,20,1659.09,4.173723121
PAM,79642.95,82966.28,40,3323.33,4.172786166
LGIH,181697.79,189260.74,93,7562.95,4.16237864
RMD,87475.3,91115.94,46,3640.64,4.161906275
VC,138415.72,144158.23,71,5742.51,4.148741198
SM,59457.28,61921.8,30,2464.52,4.14502648
TT,89353.17,93052.98,46,3699.81,4.140658916
VCTR,151200.35,157442.18,76,6241.83,4.128184888
PG,40745.85,42425.65,21,1679.8,4.122628439
PXD,71897.83,74861.2,38,2963.37,4.121640389
AAPL,100226.94,104357.58,52,4130.64,4.121287151
GPC,78294.3,81516.1,40,3221.8,4.114986659
EGY,145849.95,151842.62,73,5992.67,4.108791261
FCX,154978.48,161314.72,78,6336.24,4.088464411
SENEB,80965.11,84275.13,41,3310.02,4.088205401
DMLP,59575.53,62005.68,30,2430.15,4.079107647
LRCX,148956.29,155030.4,82,6074.11,4.077780133
MMC,58216,60588.83,30,2372.83,4.075906967
PSX,52798.32,54947.96,27,2149.64,4.071417424
SWN,65904.51,68578.42,33,2673.91,4.057248889
SRTS,125755.87,130857.19,63,5101.32,4.056526347
ANET,125536,130620.85,66,5084.85,4.050511407
SIFY,125943.48,131031.32,63,5087.84,4.039780384
ADP,61130.98,63597.26,32,2466.28,4.034419209
RILYM,27848.28,28970.93,14,1122.65,4.031308217
PVL,65950.26,68607.87,33,2657.61,4.029718761
GSMG,193866.57,201677.75,97,7811.18,4.029152628
TITN,49687.19,51685.8,25,1998.61,4.022384844
COP,96360.72,100218.21,49,3857.49,4.003176813
BAH,74665.9,77650.73,38,2984.83,3.997581225
MSCI,103503.68,107639.49,57,4135.81,3.995809618
BGR,59857.21,62246.39,30,2389.18,3.99146569
ASML,124625.34,129589.14,70,4963.8,3.982978101
HSON,103255.86,107348.02,52,4092.16,3.963126161
ARCH,134505.37,139819.82,69,5314.45,3.95110619
NBN,103465.27,107551.48,52,4086.21,3.949354213
IDXX,102523.78,106546.33,57,4022.55,3.923528766
IIIN,79373.73,82487.84,40,3114.11,3.923350963
CASH,115019.96,119532.08,58,4512.12,3.922901729
GAMB,115729.5,120267.7,58,4538.2,3.921385645
AN,121433.95,126184.57,62,4750.62,3.912102011
BDC,65194.19,67744.44,33,2550.25,3.91177496
ULTA,121250.85,125991.92,65,4741.07,3.910133413
SCI,84877.36,88193.73,43,3316.37,3.907249236
MOH,119762.6,124436.08,63,4673.48,3.902286691
GNE-PA,25960.27,26973.3,13,1013.03,3.902232142
STZ-B,22576.03,23454.96,12,878.93,3.8932
AMAT,154535.54,160528.1,79,5992.56,3.877787595
THC,130497.14,135553.01,66,5055.87,3.874314793
AMN,83604.23,86838.53,43,3234.3,3.868584161
DOV,83318.4,86539.85,43,3221.45,3.866432865
WM,52273.12,54288.43,27,2015.31,3.855346687
HCA,103938.14,107943.22,54,4005.08,3.853330452
LULU,132659.36,137757.93,71,5098.57,3.84335489
COST,59636.55,61926,33,2289.45,3.839004771
ACN,75152.96,78037.92,40,2884.96,3.838784261
PARR,51797,53785.02,26,1988.02,3.838098732
EVC,91880.39,95406.29,46,3525.9,3.837489153
PTSI,100862.24,104728.8,51,3866.56,3.833505978
PRPH,135723.6,140915.1,68,5191.5,3.82505327
ZEUS,121111.52,125729.41,61,4617.89,3.812923824
TPL,141071.26,146449.02,95,5377.76,3.812087593
LAKE,147216.26,152820.68,74,5604.42,3.806930023
MLI,122825.92,127497.19,62,4671.27,3.803163046
DFS,143348.88,148800.17,73,5451.29,3.802813109
SYY,29563.88,30688.08,15,1124.2,3.802613189
APAM,130878.62,135851.54,66,4972.92,3.799642753
CBZ,39670.35,41176.64,20,1506.29,3.797017168
SBSW,185399.16,192430.97,93,7031.81,3.792794962
III,173798.87,180379.16,87,6580.29,3.78615235
AEHR,99652.31,103413.49,50,3761.18,3.774302874
BBY,137019.56,142173.55,70,5153.99,3.761499453
ESTE,155597.61,161447.46,78,5849.85,3.759601449
ODFL,104985.43,108931.53,56,3946.1,3.758712042
RJF,107806.51,111849.74,55,4043.23,3.750450692
JBL,134833.47,139877.43,68,5043.96,3.740881252
UNH,76028.46,78866.89,41,2838.43,3.733378264
HAL,49617.68,51469.83,25,1852.15,3.732842809
TGT,93912.42,97409.84,49,3497.42,3.724129354
TREX,167362.72,173590.45,85,6227.73,3.721097506
CASY,74654.23,77429.02,39,2774.79,3.716855696
CRT,193464.5,200642.74,97,7178.24,3.710365468
BSIG,143576.04,148890.24,72,5314.2,3.701313952
LKQ,43461.22,45069.72,22,1608.5,3.70100057
COWNL,27833.46,28862.83,14,1029.37,3.698318499
ATEN,99737.68,103424.83,50,3687.15,3.696847571
IMKTA,82887.57,85949.29,42,3061.72,3.693822849
CHH,56310.76,58389.54,29,2078.78,3.691621282
SSD,107535.71,111503.47,55,3967.76,3.689713863
FIZZ,160033.97,165937.66,81,5903.69,3.689023024
AIT,76669.22,79494.58,39,2825.36,3.685129443
VALU,215847.91,223799.39,109,7951.48,3.683834604
AON,60301.64,62522.89,32,2221.25,3.683564825
BLK,88135.51,91377.99,52,3242.48,3.678971166
CHDN,88090.91,91328.4,46,3237.49,3.675169209
FDS,77479.55,80321.43,42,2841.88,3.66790979
AFL,37441.05,38811.91,19,1370.86,3.66138236
CARE,57847.86,59961.08,29,2113.22,3.653065126
CSGP,78604.15,81473.03,40,2868.88,3.64978185
ASIX,79370.15,82266.81,40,2896.66,3.64955843
LW,96408.98,99923.42,49,3514.44,3.645345071
FIF,31892.58,33053.16,16,1160.58,3.639028263
WFG,143861.39,149080.95,73,5219.56,3.628186826
ARCB,96085.65,99571.27,49,3485.62,3.627617652
LRN,101256.41,104929.46,51,3673.05,3.627474053
FHN,77780.31,80600.89,39,2820.58,3.626341937
OTIS,53298.12,55220.96,27,1922.84,3.607706989
ADBE,101499.28,105156.63,56,3657.35,3.603326053
SRV,55655.96,57658.9,28,2002.94,3.598787982
RGA,21365.5,22133.68,11,768.18,3.595422527
HUM,91136,94412.5,50,3276.5,3.59517644
MTH,140709.1,145756.47,72,5047.37,3.587095646
COKE,99738.19,103307.86,54,3569.67,3.579040285
SLM,121638.56,125992.03,61,4353.47,3.579021324
APH,80317.65,83189.6,41,2871.95,3.575739579
POOL,99227.11,102772.03,54,3544.92,3.572531741
GIS,60925.23,63100.35,31,2175.12,3.570146555
PAYC,167272.32,173240.83,90,5968.51,3.568139666
CPSH,77941.82,80719.88,39,2778.06,3.564273967
AA,126536.94,131038.09,64,4501.15,3.55718259
WTS,89398.06,92577.19,46,3179.13,3.556150995
SGH,145296.32,150463.27,73,5166.95,3.556146501
RCII,146729.76,151938.22,74,5208.46,3.549695713
UFPI,141892.55,146920.47,72,5027.92,3.543470041
X,127327.45,131818.42,64,4490.97,3.527102757
GNRC,176584.84,182810,93,6225.16,3.525308288
FINV,293685.75,304029.43,147,10343.68,3.522023115
FLR,41740.71,43210.46,21,1469.75,3.521142788
RVLV,249738.11,258517.97,126,8779.86,3.51562683
AFG,48661.07,50371.12,25,1710.05,3.514205503
MLACW,31997.68,33122.08,16,1124.4,3.514004765
HLI,82467.57,85363.93,42,2896.36,3.512119976
HRMY,95106.6,98439.59,48,3332.99,3.504478133
CRVL,112907.52,116860.23,58,3952.71,3.500838562
TPH,143452.97,148473.99,72,5021.02,3.500115752
AMP,96273.11,99641.93,51,3368.82,3.499232548
PAGS,250196.42,258949.87,126,8753.45,3.498631195
OTTR,33421.31,34589.95,17,1168.64,3.496691183
LMT,63400.49,65616.64,35,2216.15,3.495477716
ABC,60410.69,62520.44,31,2109.75,3.492345477
TER,156255.48,161707.05,80,5451.57,3.488882438
HIMX,125690.11,130070.22,63,4380.11,3.484848569
YETI,169832.05,175750.41,86,5918.36,3.484831043
VALE,133558.94,138208.93,67,4649.99,3.481601456
WLK,60499.99,62605.92,31,2105.93,3.480876608
VIPS,237188.15,245442.42,119,8254.27,3.480051596
LOGI,122021.79,126260.8,62,4239.01,3.473977885
ASO,104975.04,108612.05,53,3637.01,3.464642643
DOX,45403.37,46976.04,23,1572.67,3.463773724
AAON,94672.91,97945.62,48,3272.71,3.456860046
TDG,45322.38,46889.03,26,1566.65,3.456680783
PFG,27428.04,28372.63,14,944.59,3.443884434
HCC,139058.57,143840.77,70,4782.2,3.438982581
UAN,60162.09,62228.29,31,2066.2,3.434388666
INFY,93631.25,96845.11,47,3213.86,3.432465122
EVR,135283.13,139916.3,69,4633.17,3.424795095
BRKR,118418.62,122453.75,60,4035.13,3.407513109
IEX,67405.92,69702.21,35,2296.29,3.406659237
BCH,29841.84,30857.4,15,1015.56,3.403141361
CSV,142997.5,147852.49,72,4854.99,3.395157258
WAL,159336.99,164745.95,81,5408.96,3.394666863
FMC,95618.11,98856.55,49,3238.44,3.386847952
DHI,141665.09,146461.95,72,4796.86,3.386056508
IPG,115250.75,119142.11,58,3891.36,3.376429221
