SymName,TotalAmountIn,TotalAmountOut,TotalTrades,profit
VRRM,33853.36,34595.090000000004,17,741.7300000000032
CFG,67235.01000000001,68609.76000000001,34,1374.75
TKC,151808.83,153142.8,76,1333.9700000000012
ASAI,75665.61,78213.43999999996,38,2547.829999999958
VHI,123269.73,125706.62000000001,62,2436.890000000014
VOD,35865.71,35499.81,18,-365.90000000000146
RCLFW,39995.689999999995,40705.159999999996,20,709.4700000000012
RCLFU,1991.66,2031.48,1,39.819999999999936
PTSI,100862.23999999999,104728.8,51,3866.560000000012
PDEX,196978.82000000004,203143.90000000002,99,6165.079999999987
PLOW,47567.69,48724.04,24,1156.3499999999985
KOP,85366.25,86929.26000000001,43,1563.0100000000093
HURN,51301.70000000001,52537.64000000001,26,1235.939999999995
ATUS,161384.87999999998,162841.93,81,1457.0500000000175
FLO,63508.55,65076.590000000004,32,1568.0400000000009
LVLU,103812.41,106990.25,52,3177.8399999999965
SMP,124690.38999999998,126704.93000000001,63,2014.5400000000227
SON,69215.95000000001,70617.93999999999,35,1401.9899999999761
BEPC,35613.85,35701.05,18,87.20000000000437
OSIS,27352.359999999997,27452.420000000002,14,100.06000000000495
ZION,118863.57,121984.29000000002,60,3120.7200000000157
ZIONO,31775.58,32597.31,16,821.7299999999996
ZIONP,53781.23,54297.88,27,516.6499999999942
COFS,83470.42,84649.14,42,1178.7200000000012
PEBO,21853.96,21772.229999999996,11,-81.7300000000032
FITB,39645.969999999994,39521.85999999999,20,-124.11000000000058
APD,79046.15000000001,81352.07,42,2305.9199999999983
MMP,88807.13000000002,90783.85000000002,45,1976.7200000000012
PNBK,29910.84,29830.660000000003,15,-80.17999999999665
DCOMP,27869.759999999995,27337.91,14,-531.8499999999949
BRO,75097.03,77549.48999999999,38,2452.459999999992
DHR,35750.35,36104.05,19,353.70000000000437
SXT,51030.219999999994,51482.29000000001,26,452.07000000001426
MBWM,83466.64000000001,84688.36,42,1221.7199999999866
TRV,28644.900000000005,29136.899999999998,15,491.9999999999927
CHT,21820.3,21956.72,11,136.4200000000019
HII,85537.08,87526.18999999999,45,1989.109999999986
CHDN,88090.91000000002,91328.40000000001,46,3237.4899999999907
ORRF,111490.38,113172.59,56,1682.2099999999919
ABM,77183.66999999998,79590.81000000001,39,2407.1400000000285
FBIZ,19803.079999999998,20206.84,10,403.76000000000204
KR,101030.85,103758.03,51,2727.179999999993
ENSG,104228.66,106867.68999999999,53,2639.0299999999843
AAP,110920.00999999998,113708.04,58,2788.0300000000134
PROCW,35994.04,36604.090000000004,18,610.0500000000029
GCO,98653.4,100347.09999999999,50,1693.699999999997
CABO,79395.20999999999,80603.47,53,1208.2600000000093
WMK,78862.26,81398.25,40,2535.9900000000052
QDEL,164060.79,171014.62000000002,85,6953.830000000016
ONON,79541.36,80619.23999999999,40,1077.87999999999
CAJ,25839.519999999997,26663.989999999998,13,824.4700000000012
UVSP,49642.21000000001,50464.14,25,821.929999999993
ALX,78015.73000000001,78970.47,42,954.7399999999907
SBGI,53724.369999999995,54068.29,27,343.92000000000553
LBC,41876.93,42510.75,21,633.8199999999997
CCZ,33449.84,33989.76,17,539.9200000000055
CZWI,27918.18,28840.21,14,922.0299999999988
LDOS,80293.78000000001,83871.55,41,3577.7699999999895
FFIC,25839.62,25568.680000000004,13,-270.93999999999505
VZ,61176.39000000001,61110.329999999994,31,-66.06000000001222
FCFS,58798.86,59900.31,30,1101.449999999997
AFBI,15948.06,16898.91,8,950.8500000000004
HELE,94259.74,95112.36,49,852.6199999999953
CSV,142997.5,147852.49,72,4854.989999999991
AMAL,143484.06,146471.08,72,2987.0199999999895
CACC,92972.15000000001,95534.48000000001,53,2562.3300000000017
SP,29794.489999999998,30467.559999999998,15,673.0699999999997
PSA-PI,37737.759999999995,37624.219999999994,19,-113.54000000000087
PSA-PG,37825.65,38192.94,19,367.2900000000009
PSA-PH,23834.120000000003,23913.41,12,79.28999999999724
PSA-PL,31793.91,31684.71,16,-109.20000000000073
PSA-PM,33853.659999999996,33624.4,17,-229.25999999999476
ABCB,128757.45999999999,132369.99,65,3612.529999999999
TIXT,79431.51000000001,79804.0,40,372.4899999999907
BY,25789.53,25774.929999999997,13,-14.600000000002183
FDX,89236.18000000001,90191.01999999999,47,954.839999999982
ARCO,115833.83,118506.02,58,2672.1900000000023
OTTW,7957.499999999999,7698.15,4,-259.34999999999945
ELTK,171829.9,187232.03000000003,86,15402.130000000034
CHTR,63038.05,62904.96000000001,36,-133.0899999999965
BSRR,117373.61,119565.26000000001,59,2191.6500000000087
BEN,105271.44000000002,106232.26999999999,53,960.8299999999726
SBS,193633.0,199078.22999999998,97,5445.229999999981
AAWW,96876.13999999998,101659.2,49,4783.060000000012
FITBO,29818.67,29555.85,15,-262.8199999999997
CME,64672.81,65516.4,34,843.5900000000038
GLBS,149886.06,151687.14,75,1801.0800000000163
JD,120355.96999999999,124379.86,61,4023.890000000014
TTEC,147862.47999999998,151979.37999999998,75,4116.899999999994
AMBC,51863.68,52757.75,26,894.0699999999997
ARC,117932.23000000001,117957.23999999999,59,25.00999999998021
SIFY,125943.48000000001,131031.32,63,5087.8399999999965
CB,28277.860000000004,28965.74,15,687.8799999999974
TRP,27582.329999999994,27764.44,14,182.11000000000422
NVS,54670.95,55673.06,28,1002.1100000000006
JWN,206824.03999999998,212062.13,104,5238.090000000026
ELS,82575.64000000001,84733.11,42,2157.4699999999866
PXS,67969.19,77593.78,34,9624.589999999997
LMST,19922.42,21178.07,10,1255.6500000000015
BSET,105470.38,107371.39,53,1901.0099999999948
RY,35105.43,36104.2,18,998.7699999999968
BERY,92994.41000000002,95172.45,47,2178.039999999979
DVA,105855.38000000002,109184.48,54,3329.0999999999767
FRC,42110.88,42640.05,22,529.1700000000055
GLOG-PA,9926.66,9814.52,5,-112.13999999999942
AJG,22914.000000000004,23414.050000000003,12,500.0499999999993
BFST,59628.75000000001,60242.439999999995,30,613.6899999999878
HOG,85143.66,87692.39000000001,43,2548.7300000000105
CM,72684.79000000001,73264.62999999999,37,579.839999999982
REYN,61560.159999999996,62421.79,31,861.6300000000047
OBT,41640.06,42431.47,21,791.4100000000035
MBCN,95501.53,98458.31999999999,48,2956.7899999999936
CENT,94945.3,96415.04999999999,48,1469.7499999999854
TRS,47693.21,48449.58,24,756.3700000000026
BCE,45553.45,46706.26999999999,23,1152.8199999999924
DLTR,38904.310000000005,41246.00000000001,20,2341.6900000000023
WRK,41564.94,41812.96,21,248.0199999999968
LBRDP,15895.35,15489.06,8,-406.2900000000009
MS,33061.98,33509.06,17,447.07999999999447
MS-PK,17928.31,17585.219999999998,9,-343.0900000000038
MS-PI,7949.200000000001,7709.389999999999,4,-239.8100000000013
MS-PA,21871.890000000003,21559.11,11,-312.7800000000025
MS-PF,5952.15,5770.620000000001,3,-181.52999999999884
MS-PE,5954.1900000000005,5829.96,3,-124.23000000000047
GT,57810.68,59072.280000000006,29,1261.6000000000058
TRI,35239.149999999994,36994.42,18,1755.270000000004
TANH,113889.75,114235.22,57,345.47000000000116
EBMT,77627.38,78429.51999999997,39,802.1399999999703
TD,49143.829999999994,49959.96000000001,25,816.1300000000119
CHD,60781.509999999995,62301.82,31,1520.310000000005
ATLCP,21881.73,21749.539999999997,11,-132.19000000000233
IMOS,115209.38,117615.64,58,2406.2599999999948
JRVR,45769.68,46028.1,23,258.41999999999825
AIR,97127.26999999999,99086.91,49,1959.640000000014
ALRS,119312.06,120205.71,60,893.6500000000087
PAYA,27950.81,27806.94,14,-143.87000000000262
PSHG,93866.21999999999,127291.09,47,33424.87000000001
GFS,76966.48000000001,78447.31999999999,39,1480.839999999982
ATVI,100100.92000000001,102033.70000000001,51,1932.7799999999988
SENEB,80965.11,84275.12999999999,41,3310.0199999999895
SSP,85665.64000000001,88129.46999999999,43,2463.8299999999726
WEN,25881.460000000003,25706.91,13,-174.5500000000029
OCFCP,11935.15,12004.4,6,69.25
WASH,93184.66999999998,94576.13,47,1391.460000000021
HONE,37895.68,38707.43,19,811.75
SFL,63874.490000000005,65813.25,32,1938.7599999999948
GBCI,126464.37,129177.41999999998,64,2713.0499999999884
HIW,47581.78,48025.96000000001,24,444.18000000000757
PINC,61477.99,61983.28000000001,31,505.2900000000154
ISTR,11939.669999999998,12307.77,6,368.1000000000022
PROV,83648.79,84274.65000000001,42,625.8600000000151
AUBAP,9946.36,9696.310000000001,5,-250.04999999999927
BKU,39585.060000000005,39474.51000000001,20,-110.54999999999563
LSXMK,39547.07,40273.16,20,726.0900000000038
LSXMB,25782.31,26644.449999999997,13,862.1399999999958
TFC-PR,23892.390000000003,23548.49,12,-343.90000000000146
TFC,61127.68000000001,61888.1,31,760.419999999991
WFC-PZ,25846.64,25562.52,13,-284.119999999999
WFC-PA,27826.61,27504.92,14,-321.6900000000023
BIG,196419.61000000002,198502.61,99,2082.999999999971
CZNC,31735.79,32298.579999999998,16,562.7899999999972
NFBK,33864.75,34483.18,17,618.4300000000003
RCI,83179.99999999999,83925.12000000001,42,745.1200000000244
SJM,54376.049999999996,55737.41999999999,28,1361.3699999999953
CBU,96444.69,98102.12,49,1657.429999999993
ASB-PE,17904.5,17559.02,9,-345.47999999999956
SBAC,35191.38,35171.549999999996,19,-19.830000000001746
ASB-PF,27827.3,27550.02,14,-277.27999999999884
BRKL,47855.91,48420.95,24,565.0399999999936
NAPA,75630.30999999998,76889.37999999999,38,1259.070000000007
CONN,135426.03,136862.33000000002,68,1436.3000000000175
ARKO,35906.86000000001,36690.15,18,783.2899999999936
ARKOW,31984.46,32427.739999999998,16,443.27999999999884
TPZ,33874.57,34678.1,17,803.5299999999988
ESLT,92453.66,94310.81999999999,48,1857.159999999989
PAHC,127254.08000000002,128191.95000000001,64,937.8699999999953
INN,41910.96,42450.22,21,539.260000000002
DRVN,83485.84999999999,84871.14,42,1385.2900000000081
SKM,49603.630000000005,49711.24,25,107.6099999999933
CYAN,65958.06,66692.75,33,734.6900000000023
APTV-PA,89006.82999999999,90945.39,46,1938.5600000000122
CHSCM,13917.27,13582.02,7,-335.25
CHSCN,9942.39,9710.36,5,-232.02999999999884
FULT,53791.17999999999,54716.96,27,925.7800000000061
FULTP,25849.57,25711.83,13,-137.73999999999796
BNS,37323.99,37206.170000000006,19,-117.81999999999243
